name,district,address,lat,lng,returnSlots
신목동역 3번출구,양천구,양천구 목동 136-1,37.54394913,126.883461,15
신정숲속마을아파트,양천구,양천구 신정로 110,37.50574493,126.8363113,10
목동5단지아파트 501동,양천구,양천구 목동,37.53566742,126.8815842,15
CBS방송국 앞,양천구,양천구 목동 917-1,37.52785492,126.8746719,20
목동역5번출구 교통정보센터 앞,양천구,양천구 목동로 186,37.52571487,126.8648682,15
목동아파트 703동 앞,양천구,양천구 목동로 186,37.52820587,126.870163,8
"염창역 3, 4번 출구 사이",양천구,공항대로 630,37.54670715,126.8745728,10
등촌역 4번 출구,양천구,양천구 목동 603-2,37.54950714,126.867218,11
세종그랑시아 앞(102동),양천구,양천구 목동중앙남로3가길 59,37.53837585,126.8638306,10
목마공원,양천구,양평교 하부,37.53874207,126.8856812,15
신월6차보람아파트 앞,양천구,양천구 곰달래로7길 7,37.53012848,126.8347778,10
신정1동 주민센터 앞,양천구,양천구 중앙로 250,37.51854324,126.8538818,20
신정교 하부,양천구,양천구 신정동 871-37,37.5173378,126.8776474,15
신정보도육교 아래,양천구,양천구 신목로 10,37.51759338,126.8765564,15
서남병원 후문,양천구,양천구 신정이펜1로 20,37.51167297,126.8327408,20
"양천구청, 보건소 사잇길",양천구,양천구 신정동 321-8,37.51747513,126.8663254,24
목동아파트 8단지 상가동 앞,양천구,양천구 목동서로 280,37.52007294,126.8683014,9
양천아파트 입구,양천구,양천구 목동로3길 41,37.50790405,126.862648,14
양천구청역 2번출구 옆,양천구,양천구 목동로3길 57,37.51228714,126.8652802,15
화곡고가 사거리,양천구,양천구 신월동 455-5,37.52760696,126.8487549,30
현대하이페리온,양천구,오목로300(205동앞 서쪽방향),37.52490616,126.8697891,15
목동트라팰리스 웨스턴에비뉴,양천구,오목로299(이마트 출입구측),37.52537155,126.8709259,20
목동5단지아파트 534동,양천구,서울특별시 양천구 목동동로 350 목동신시가지아파트5단지,37.53302002,126.8778992,15
양천문화회관,양천구,양천구 신정동 323-1,37.51686478,126.8629608,10
양천 해누리타운,양천구,양천구 신정동 327-4,37.51584244,126.8641129,22
목동아파트 14단지 B상가 앞,양천구,양천구 신정동 330,37.5146637,126.8719406,10
목동아파트 1422동 1434동 사잇길,양천구,양천구 신정동 332-2,37.51515579,126.8724899,10
신정제일시장,양천구,신월로 308,37.52124786,126.8549576,10
유원목동아파트 103동 앞,양천구,신목로 77,37.52109528,126.8732071,10
서울영상고교 입구,양천구,신월로 347,37.52198029,126.8592835,15
신정네거리역 교차로,양천구,중앙로 280,37.52175903,126.8522873,13
목동13_14단지 사거리,양천구,목동동로 130,37.5140686,126.8699875,15
목동성당 앞,양천구,목동서로 271,37.52319717,126.8693008,20
동문굿모닝탑,양천구,목동동로 53,37.51481247,126.8611755,10
성보하이드로빌딩,양천구,남부순환로 435,37.52893829,126.8331223,10
청기와빌딩,양천구,신월로 200,37.52011108,126.8447495,10
양원보도육교,양천구,화곡로 16,37.53924561,126.8237381,8
대성유니드아파트,양천구,신월로15길 25,37.52091599,126.8409576,10
신곡시장,양천구,신월로 160,37.51779556,126.8416138,10
구립양천어르신요양센터,양천구,신월로 26,37.51351166,126.8268127,20
목동아파트2단지 222동 앞,양천구,양천구 목동중앙로 125건너편,37.53968811,126.8749847,10
목동신시가지아파트6단지,양천구,양천구 목동동로 430(6단지 상가동 앞),37.53684616,126.8847504,15
양천구청역 1번출구,양천구,양천구 신정동 276-7,37.51292038,126.8667984,8
방아다리어린이공원,양천구,양천구 화곡로 64,37.53936005,126.8288651,10
목동현대아파트 후문 앞,양천구,양천구 신정동 1279,37.5221405,126.8780594,10
서울남부지방검찰청 후문,양천구,양천구 신월로 390,37.52164078,126.8655548,6
양천공영차고지,양천구,서울시 양천구 신정종 836-38,37.50922012,126.8371582,10
목동7단지아파트 A상가,양천구,양천구 목동로 212,37.52624512,126.8657837,8
목동역 3번 출구,양천구,양천구 목동 926-3,37.52653122,126.8644562,10
갈산문화예술센터,양천구,신정동 330-12,37.51097488,126.8698425,9
월정초 사거리,양천구,양천구 신월동 92-2,37.53642654,126.8334122,5
오목교역 6번 출구,양천구,양천구 신목로 102,37.5236702,126.8756714,9
경창시장,양천구,양천구 신월동 446-3,37.52399445,126.8421326,8
청소년음악센터,양천구,양천구 신정동 1290-6,37.51061249,126.8426132,10
목동운동장 주경기장,양천구,양천구 안양천로 939,37.53002167,126.8821945,14
상사마을 버스정류장(아라대교방면),강서구,서울특별시 강서구 개화동로5길 3-8,37.58161163,126.7985992,10
방화사거리 마을버스 버스정류장,강서구,서울특별시 강서구 양천로17길 6,37.57364273,126.8118057,10
방화역 4번출구앞,강서구,서울특별시 강서구 금낭화로 135,37.57710648,126.8119965,10
방화근린공원,강서구,서울특별시 강서구 금낭화로 176,37.58162308,126.8126526,10
신방화사거리,강서구,서울특별시 강서구 방화대로 342,37.57256317,126.8164215,10
공항시장역 2번출구 뒤,강서구,서울특별시 강서구 방화동로 지하 30,37.56387329,126.8106079,8
공항시장역 4번출구,강서구,서울특별시 강서구 방화동로 지하 30,37.56334686,126.8104858,6
공항중학교앞,강서구,서울특별시 강서구 방화대로 241,37.56220245,126.816246,15
마곡엠밸리6_7단지 마곡중학교,강서구,서울특별시 강서구 마곡중앙5로 58,37.56698227,126.8218002,20
마곡엠밸리4단지 정문,강서구,서울특별시 강서구 마곡서로 175,37.56857681,126.8247757,15
서남환경공원 버스정류장,강서구,서울특별시 강서구 양천로 201,37.57312393,126.8223877,15
등촌5단지아파트 버스정류장,강서구,서울특별시 강서구 공항대로 329,37.55819702,126.8442612,10
증미역 3번출구뒤(등촌두산위브센티움오피스텔),강서구,서울특별시 강서구 양천로 지하 560,37.55746078,126.8614578,10
염창동 한마음아파트 앞,강서구,서울특별시 강서구 양천로 637,37.55425262,126.8675613,6
대림경동아파트앞,강서구,서울특별시 강서구 허준로 121,37.564785,126.8546448,25
가양레포츠센터 앞,강서구,서울특별시 강서구 양천로61길 101,37.55947876,126.8643799,15
발산역 6번 출구 뒤,강서구,서울특별시 강서구 공항대로 280,37.55817795,126.8384552,6
우장산역 1번출구옆(우장산아이파크105동앞),강서구,서울특별시 강서구 강서로 지하 262,37.54890823,126.8365631,7
화곡역 버스정류장,강서구,서울특별시 강서구 화곡로 157,37.54098129,126.8385468,10
화곡역 6번출구,강서구,서울특별시 강서구 화곡로 지하 168,37.54141235,126.8402252,10
화곡역 1번 출구 앞,강서구,서울특별시 강서구 화곡로 지하 168,37.542099,126.8402176,7
화곡본동시장 버스정류장,강서구,서울특별시 강서구 화곡로 196,37.54275131,126.8426209,7
등촌역 7번출구,강서구,서울특별시 강서구 공항대로 지하 529,37.55110931,126.8637085,10
강서구의회,강서구,서울특별시 강서구 등촌로 185,37.54653168,126.8625488,16
등촌2파출소,강서구,서울특별시 강서구 등촌로 167,37.54478836,126.8619995,8
등촌2동주민센터,강서구,서울특별시 강서구 등촌로 143,37.54126358,126.8633728,10
용문사 버스정류장,강서구,서울특별시 강서구 등촌로 95,37.53852081,126.8634338,8
목동사거리 버스정류장,강서구,서울특별시 강서구 등촌로 19,37.53139877,126.8636093,17
곰달래 문화복지센터 A,강서구,서울특별시 강서구 강서로5길 50,37.52906036,126.8484802,10
곰달래 문화복지센터 B,강서구,서울특별시 강서구 강서로5길 50,37.52891922,126.8480835,10
볏골공원,강서구,서울특별시 강서구 까치산로4길 22,37.54146957,126.84478,10
신방화역환승주차장,강서구,서울특별시 강서구 마곡서1로 111-12,37.56728363,126.8182755,13
송정역 1번출구,강서구,서울특별시 강서구 공항대로3길 18,37.56153107,126.8106995,7
마곡역1번출구,강서구,서울특별시 강서구 마곡동 727-716,37.56020737,126.8241425,25
마곡역교차로,강서구,서울특별시 강서구 마곡동 728-168,37.55831146,126.8265228,30
"발산역 1번, 9번 인근 대여소",강서구,서울특별시 강서구 공항대로 281,37.55894852,126.8371735,17
기쁜우리복지관,강서구,서울특별시 강서구 가양동 1458-15,37.56925964,126.8484192,10
강서구청,강서구,서울특별시 강서구 화곡로 302,37.55065918,126.8497696,8
가양역 8번출구,강서구,서울특별시 강서구 양천로 지하 485,37.56103516,126.8548126,20
서서울모터리움 앞,강서구,서울특별시 강서구 양천로53길 30,37.56585312,126.8465958,20
양천향교역 7번출구앞,강서구,서울특별시 강서구 양천로 지하 341,37.56768036,126.8408966,20
강서면허시험장 앞,강서구,서울특별시 강서구 남부순환로 171,37.54969406,126.819664,10
공항초등학교건너편,강서구,서울특별시 강서구 마곡서1로 68,37.56267929,126.8204727,10
방화동강서기동대앞,강서구,서울특별시 강서구 방화대로34길 65,37.57049942,126.8200836,10
마곡중학교 후문,강서구,서울특별시 강서구 마곡중앙5로 58,37.56844711,126.8216476,20
강서구립등빛도서관,강서구,서울특별시 강서구 강서로62길 48,37.56256866,126.8424606,10
마곡수명산파크3단지 교차로,강서구,서울특별시 강서구 수명로 72,37.55350876,126.8258667,15
마곡엠밸리10단지 앞,강서구,서울특별시 강서구 마곡중앙1로 72,37.56029129,126.8187561,14
염창역 1번 출구,강서구,강서구 공항대로 625,37.54719925,126.8744888,8
강서구보건소,강서구,강서구 공항대로 571,37.54917908,126.8687973,11
염창동 새마을금고 건너편,강서구,강서구 양천로 696,37.55004883,126.8731613,8
가양3동 주민센터,강서구,강서구 허준로 202,37.56124878,126.8605804,8
강서구청사거리(SH타워),강서구,강서구 공항대로 411,37.55673599,126.8530731,15
강서구청사거리(부민병원),강서구,강서구 공항대로 395,37.55661392,126.8511658,9
대한항공 인력개발센터,강서구,강서구 공항대로 453,37.55437851,126.8575363,15
수명중?고교,강서구,"강서구 수명로1길 16, 401동 앞",37.55010986,126.8236771,15
개화산역 2번 출구,강서구,강서구 양천로 22,37.57247162,126.8061676,10
마곡엠밸리 15단지(1502동) 건너편,강서구,강서구 마곡중앙로 36,37.55746841,126.8297195,15
농수산식품공사 (강서지사),강서구,강서구 발산로 40,37.55104446,126.8184967,10
KBS 스포츠월드,강서구,강서구 공항대로 376,37.55687714,126.8488083,20
KC 대학교,강서구,강서구 까치산로 24길 47,37.54832077,126.8534012,10
마곡13단지,강서구,강서구 공항동 1343,37.55644989,126.815979,26
등촌9단지,강서구,강서구 화곡로 63가길 92 (등촌동 704),37.56290054,126.8494721,20
송정중학교,강서구,강서구 공항동 1342,37.55472946,126.8160934,15
강서수산물도매시장,강서구,강서구 외발산동 424,37.55302048,126.818367,15
롯데중앙연구소,강서구,강서구 마곡동 301-3,37.57138062,126.8283386,8
마곡역 교차로(2번출구),강서구,강서구 마곡동 727-747,37.5605011,126.8266525,14
"마곡역 버스정류장(마곡나루역1번출구, 웰튼병원 방면)",강서구,강서구 마곡동 727-925,37.5602417,126.8271637,13
마곡수명산파크 209동 건너편,강서구,강서구 내발산동 741-8,37.55545044,126.8268967,20
마곡센트럴타워 1차,강서구,강서구 마곡동 727-1136,37.55947113,126.832077,36
코오롱One&Only타워,강서구,강서구 마곡동 727-525,37.56412888,126.8343124,24
서울식물원(문화센터) 건너편,강서구,강서구 마곡동 727-286,37.56824112,126.8358307,11
엠펠리체 호텔 건너편,강서구,강서구 마곡동 727-1187,37.5602417,126.8358078,20
LG 사이언스파크,강서구,강서구 마곡동 727-925,37.56254959,126.8274384,31
우장산역 3번출구,강서구,강서구 화곡동 1006-2,37.54782104,126.8361282,13
개화광역환승센터,강서구,강서구 개화동 492-22,37.57844925,126.7989731,10
마곡나루역 5번출구 뒤편,강서구,강서구 마곡동 761-5,37.56520081,126.8273163,26
마곡 엠밸리2단지,강서구,강서구 마곡동 735-1,37.56917953,126.8194428,20
서울도시가스 앞,강서구,강서구 공항대로 607,37.54748535,126.8720245,20
홈플러스(강서점),강서구,강서구 화곡로 398,37.55852127,126.8540115,10
강서공업고등학교 앞,강서구,"강서구 방화대로47가길 22, 411동 앞",37.57631683,126.8164978,13
한강아파트,강서구,강서구 허준로 23,37.57036972,126.8444138,13
강서한강자이타워 앞,강서구,강서구 양천로 401,37.56468201,126.8489075,15
강변아파트 310동 앞,강서구,강서구 가양동 1459-8,37.56458664,126.8569183,20
라이품 공영주차장 앞,강서구,강서구 강서로 515,37.57131958,126.8416672,30
가로공원공영주차장 1번 출구,강서구,강서구 가로공원로 193,37.53736115,126.8374481,9
화곡터널입구교차로,강서구,강서구 가로공원로 238,37.53835678,126.8423615,18
우장초등학교 앞,강서구,강서구 화곡로 263,37.54853439,126.8466721,13
마곡나루역 2번 출구,강서구,강서구 마곡중앙5로 6,37.56692505,126.8274384,25
롯데 R&D 센터,강서구,강서구 마곡동 301-2,37.57094193,126.8283157,20
LG유플러스 마곡사옥,강서구,강서구 마곡중앙8로 71,37.56133652,126.8339005,62
마곡수명산파크1단지,강서구,강서구 마곡동 728-148,37.55519104,126.8314667,20
마곡문화공원,강서구,강서구 마곡중앙8로 20,37.56121063,126.8303452,40
힐스테이트에코,강서구,강서구 마곡동 727-1120,37.55965805,126.8296051,30
등촌1-10단지 교차로,강서구,강서구 강서로 419,37.56320572,126.8393631,12
마곡 필네이처,강서구,강서구 마곡동 727-1190,37.56089401,126.8366928,13
(재)FITI시험연구원,강서구,강서구 마곡동 727-211,37.56848526,126.8385696,25
서울식물원 식물문화센터,강서구,강서구 마곡동 727-305,37.56883621,126.8356323,20
서울식물원 잔디마당 앞,강서구,강서구 마곡동 727-558,37.5639267,126.8306427,25
마곡나루역 3번 출구,강서구,강서구 마곡동 372-23,37.56580353,126.8280792,55
넥센 유니버시티 앞,강서구,강서구 마곡동 301-2,37.56948471,126.8280945,30
마곡메가박스 앞,강서구,강서구 마곡동 727-1179,37.55912781,126.8349533,30
명덕고교,강서구,강서구 마곡동 728-46,37.55524063,126.8347168,20
마곡수명산 1-2단지,강서구,강서구 마곡동 728-350,37.5553093,126.8298569,14
마곡13단지 정문 앞,강서구,강서구 마곡동 730-417,37.5586319,126.8199158,15
까치산역 3번 출구,강서구,강서로 45,37.53158951,126.8466415,10
수명산파크1단지교차로,강서구,강서로47길 142,37.55363083,126.8286133,20
마곡레포츠센터,강서구,양천로 251,37.57297516,126.8324432,20
마곡수명산파크5-6단지,강서구,강서구 내발산동 751-1,37.55061722,126.8268814,8
강서구민올림픽체육센터,강서구,화곡로65길 62,37.55990601,126.8504257,10
강서세무서 앞,강서구,마곡서1로 60,37.56209183,126.8209686,25
수명초등학교,강서구,수명로1길 84,37.5525589,126.8231125,9
수명산파크 4단지 411동 앞,강서구,내발산동 751-6,37.55134964,126.8249359,10
공항중학교 버스정류장,강서구,공항동9-12,37.56113434,126.8161011,10
신방화역 8번출구,강서구,초원로16길3-9,37.5674057,126.8162155,10
마곡힐스테이트 정문,강서구,마곡중앙3로74,37.56497574,126.8174057,10
신방화역 6번출구,강서구,방화대로294,37.56692886,126.8168411,10
서울남부출입국관리소,강서구,마곡동730-280,37.56059265,126.8208466,10
이대서울병원,강서구,마곡동728-10,37.5586319,126.8355942,25
발산역 8번 출구,강서구,마곡동727-1222,37.55846024,126.8367615,17
나이아가라관광호텔,강서구,양천로743,37.5490303,126.8783646,10
등촌태영아파트,강서구,양천로590,37.55603027,126.864296,18
문소빌딩,강서구,화곡로229,37.54555511,126.8444977,10
강서문화센터,강서구,화곡로215,37.54457855,126.8437805,10
화곡본동시장 입구,강서구,화곡로206,37.54382706,126.843689,10
대원빌딩,강서구,화곡로228,37.54536819,126.8447037,10
길성그랑프리텔아파트,강서구,방화대로319,37.5692482,126.8165054,15
가양오토갤러리,강서구,강서로74길58,37.56644058,126.844307,10
더리브골드타워,강서구,양천로400-12,37.56557083,126.8462448,10
김포공항사거리,강서구,방화동651-1,37.5675354,126.8051834,10
김포공항입구 교차로,강서구,방화동621-6,37.56179428,126.80793,10
유광사여성병원,강서구,강서로191,37.54323959,126.8386307,10
등촌서광아파트,강서구,공항대로45길68-6,37.55755234,126.8562546,22
강서아동복지센터,강서구,금낭화로26가길 130,37.58458328,126.8109207,12
겸재정선미술관,강서구,강서구 양천로47길 24,37.57128906,126.8377762,10
마곡금호어울림아파트,강서구,강서구 양천로47길 90,37.57410049,126.8371124,10
벽산아파트,강서구,양천로47길 112,37.57531738,126.8366699,10
안양천합수부(현대3차아파트),강서구,강서구 염창동 222,37.55195236,126.876709,20
가양나들목,강서구,강서구 가양동 1456-6,37.57386398,126.8434753,15
정곡나들목,강서구,강서구 방화동 57-5번지,37.5841713,126.8193283,15
염창나들목,강서구,강서구 염창동 223-4번지,37.55680466,126.8715591,35
송정역 3번출구 앞,강서구,강서구 공항동 36-16,37.56087875,126.8135452,8
마곡수명산파크7단지 710동 앞,강서구,강서구 내발산동 755,37.54857254,126.8207626,10
관문주유소(GS칼택스) 앞,강서구,강서구 공항대로 308,37.55802917,126.841835,10
국립항공박물관,강서구,국립항공박물관 경내,37.55688477,126.8092651,5
남부순환로 205,강서구,남부순환로 205,37.54739761,126.8214111,10
이랜드글로벌R&D센터,강서구,강서구 마곡동 727-356,37.56719208,126.8347549,10
마곡9단지 910동 상가앞,강서구,강서구 마곡동 730-854,37.56108475,126.8167954,10
마곡9단지 907동앞,강서구,강서구 마곡동 730-868,37.5606842,126.8191834,10
마곡14단지 1408동앞,강서구,강서구 마곡동 729-20,37.55737305,126.8233261,20
마곡역 7번출구,강서구,강서구 마곡동 798,37.55974579,126.8243866,25
신마곡벽산블루밍메트로오피스텔앞,강서구,강서구 방화동 904,37.57108688,126.8075409,25
마곡역5번출구앞,강서구,강서구 마곡동 799,37.55905914,126.8270493,7
마곡역4번출구,강서구,강서구 마곡동 799,37.55931091,126.8274384,14
화곡2동주민센터,강서구,강서구 곰달래로37길13,37.5318222,126.8546219,7
우장산동 가곡어린이공원앞,강서구,강서구 내발산동 657-2,37.55545425,126.8375168,10
양천향교역8번출구,강서구,강서구 마곡동 776,37.56902695,126.8398819,15
허준박물관삼거리,강서구,강서구 가양동 1500-1,37.56724548,126.8503876,10
아망떼마곡전시장,강서구,강서구 마곡동로 31,37.55791473,126.8329773,25
주원 리젠트 앞,강서구,강서구 염창동 양천로699,37.55085754,126.8723373,8
마곡13단지힐스테이트마스터 후문(1320동 앞),강서구,서울시 강서구 마곡중앙1로 71 마곡13단지힐스테이트마스터 후문 인근,37.5567627,126.8186951,15
김포공항입구 교통섬,강서구,방화동 886-15,37.56154633,126.8070831,10
우장산역 헤링턴타워 앞,강서구,화곡동 1013-3,37.54661942,126.8362351,6
"마곡엠밸리14단지 버스정류장(마곡엠밸리11,12단지상가방면)",강서구,강서구 마곡동 798-17,37.55823517,126.8257599,10
등촌역 1번출구,강서구,강서구 등촌동 649-14,37.5518837,126.8635712,10
메이필드호텔앞,강서구,강서구 외발산동 276-9,37.549263,126.8167419,16
왈도강서캠퍼스 앞,강서구,강서구 양천로 660,37.55221558,126.870224,10
가양역 1번출구,강서구,양천로57길 10-20,37.56250763,126.8527527,10
가양역 7번출구,강서구,화곡로 416,37.56019592,126.8549118,9
강서우체국,강서구,등촌동 709,37.56418228,126.8402786,10
가양테크노타운,강서구,가양동1484-5,37.56035995,126.8627625,8
연세강서빌딩,강서구,방화동835-7,37.57625198,126.8173447,8
등촌역 센터스퀘어,강서구,염창동312,37.55064774,126.8661652,16
LG사이언스파크 E10동,강서구,마곡동 788-5,37.56364822,126.8345413,40
대상연구소,강서구,마곡동762-4,37.56980896,126.8285751,10
보타닉파크타워2,강서구,마곡동774-2,37.55948639,126.8313141,8
원당근린공원,강서구,등촌동690-5,37.55947495,126.8414764,9
가양5단지아파트,강서구,강서구 가양동1481,37.56447983,126.8546448,10
LG사이언스파크 E14동,강서구,마곡동 789-2,37.56349564,126.8358307,57
LG사이언스파크 E2동,강서구,마곡동 770-1,37.56381607,126.8320847,40
LG사이언스파크 W4동,강서구,마곡동 770-1,37.56403732,126.8297882,20
LG사이언스파크 E7동,강서구,마곡동 770-1,37.56153488,126.8319397,40
월드빌딩 앞,강서구,화곡동 1066-8,37.54098129,126.8374329,12
강서도로사업소,강서구,마곡동 60-8,37.57331848,126.8300705,2
진넥스베르디엠 앞,광진구,광나루로 604,37.54163742,127.0950851,5
이스트폴 105동방면입구,광진구,자양로 72,37.53387451,127.0881424,9
신도림동주민센터 앞,구로구,서울특별시 구로구 신도림로 40,37.50733185,126.8797302,10
도림천역 1번 출구 앞,구로구,서울특별시 구로구 경인로67길 160,37.51424026,126.8828735,10
신도림역 1번 출구 앞,구로구,서울특별시 구로구 경인로 688,37.50971985,126.8900986,20
구일우성(아) 육교 밑,구로구,서울특별시 구로구 구일로2길 59,37.48963165,126.8762589,12
해원리바파크 육교 밑,구로구,서울특별시 구로구 구일로 110,37.49528503,126.8721619,12
낙원교회 맞은편,구로구,서울특별시 구로구 구로동로42길 43,37.49750519,126.8843765,5
구로디지털단지역 앞,구로구,서울특별시 구로구 시흥대로 577-2,37.48493958,126.9013214,18
한신휴아파트 앞,구로구,서울특별시 구로구 디지털로31길 120,37.48880005,126.8906632,13
대림역4번출구,구로구,서울특별시 구로구 도림천로 351,37.49440384,126.8944473,10
구로중학교앞,구로구,서울특별시 구로구 구로중앙로 48,37.49414062,126.8899841,10
서울미래초등학교 사거리,구로구,서울특별시 구로구 새말로 73,37.50437927,126.888298,14
삼부르네상스파크빌,구로구,서울특별시 구로구 남부순환로 1299,37.47874069,126.8950958,10
동양미래대학교 정문 옆,구로구,서울특별시 구로구 경인로 445,37.49988937,126.8676987,20
고척스카이돔구장 광장,구로구,서울특별시 구로구 경인로 430,37.49946976,126.8684006,10
고척근린공원 고척도서관 앞,구로구,서울특별시 구로구 고척로45길 31,37.5038147,126.8519592,10
개봉지구대 개봉치안센터,구로구,서울특별시 구로구 경인로 293,37.49768448,126.8537293,7
개봉역2번출구 A,구로구,서울특별시 구로구 경인로40길 47,37.49499512,126.8582535,10
개봉푸르지오아파트 상가,구로구,서울특별시 구로구 남부순환로 775,37.50170517,126.8472824,16
개봉역 1번 출구 자전거보관서쪽,구로구,서울특별시 구로구 경인로40길 47,37.49428177,126.8592148,10
한진아파트 입구,구로구,서울특별시 구로구 개봉로3길 87,37.4860611,126.8520126,15
오류동역 2번출구,구로구,서울특별시 구로구 서해안로 2340-10,37.49367142,126.8437042,10
온수역 북측,구로구,서울특별시 구로구 경인로3길 지하 64,37.49279022,126.8245239,10
구로역 광장,구로구,서울특별시 구로구 구로중앙로 174,37.50311661,126.8803864,10
천왕이펜하우스 4단지 후문,구로구,서울특별시 구로구 천왕로 9,37.48070526,126.8389587,15
천왕연지타운2단지 앞,구로구,서울특별시 구로구 오리로 1102-10,37.48210526,126.845726,20
천왕역 4번출구 뒤,구로구,서울특별시 구로구 오리로 지하 1154,37.48638535,126.8392105,20
디지털입구 교차로,구로구,서울특별시 구로구 시흥대로 551,37.48288345,126.9010391,10
동아1차APT105동 버스정류장(신도림중학교 방면),구로구,서울특별시 구로구 신도림로 67,37.51000977,126.8820496,15
구일고등학교 정문,구로구,서울특별시 구로구 구일로 90-51,37.49340057,126.8743286,15
강서수도사업소민원센터,구로구,서울특별시 구로구 가마산로 272,37.49578094,126.8901215,15
구로구의회 앞,구로구,서울특별시 구로구 가마산로25길 9-24,37.49651337,126.8895721,9
구로거리공원 동측(신도림역 방면),구로구,서울특별시 구로구 공원로 68,37.50284958,126.8894806,10
신도림테크노근린공원,구로구,서울특별시 구로구 새말로 121-15,37.50818253,126.8913345,15
가리봉동주민센터,구로구,서울특별시 구로구 디지털로26길 5,37.48160172,126.8927994,15
원메디타운 앞,구로구,서울특별시 구로구 경인로 403,37.49789047,126.864502,10
삼환로즈빌아파트 105동 옆,구로구,서울특별시 구로구 경인로 343,37.49724197,126.8591232,15
한마을아파트 정문상가,구로구,서울특별시 구로구 경인로 382,37.49649811,126.8630981,10
참새공원(백곡경노당),구로구,서울특별시 구로구 고척로21길 85,37.5051384,126.8443375,10
궁동생태공원,구로구,서울특별시 구로구 오리로 1352,37.50190353,126.8289642,10
오정초교 앞 보도육교,구로구,서울특별시 구로구 경인로2길 10,37.49072266,126.8263931,10
오리로와 서해안도로 교차로 앞,구로구,서울특별시 구로구 오리로 1181,37.48859787,126.8364945,10
신도림2차e편한세상아파트 203동 앞,구로구,서울특별시 구로구 신도림로 16,37.50518036,126.8825378,10
대림역 1번 출입구 밑,구로구,서울특별시 구로구 도림천로 351,37.49256516,126.8947525,10
남구로역 5번 출입구 앞,구로구,서울특별시 구로구 도림로 지하 7,37.48567963,126.8867035,10
천왕역 1번 출입구 앞,구로구,서울특별시 구로구 오리로 지하 1154,37.48620987,126.8388214,15
구로1동우체국 앞,구로구,서울특별시 구로구 구일로 64,37.4920311,126.8737717,10
천왕지구삼거리 앞,구로구,서울특별시 구로구 천왕로 10,37.47943115,126.8426971,10
구로동롯데아파트,구로구,서울특별시 구로구 새말로 31,37.50254822,126.8838806,10
구로도서관,구로구,서울특별시 구로구 공원로 15,37.49851608,126.8919907,20
태평양물산빌딩,구로구,구로구 구로동 197-21,37.48485947,126.8951874,15
개봉아이파크아파트 앞,구로구,구로구 개봉동 489-1,37.49034119,126.8609314,15
고척LIGA아파트 앞,구로구,구로구 고척동 185-10,37.50605011,126.8607864,20
오류동역 맞은편,구로구,구로구 오류동 6-2,37.49676132,126.8449631,13
구로구배드민턴실내체육관 앞,구로구,구로구 오류동 326-1,37.4917984,126.8324204,12
금강수목원아파트 앞,구로구,구로구 오류동 255-5,37.48937988,126.834198,10
삼성전자 물류센터 앞,구로구,서울시 구로구 구일로126,37.49699783,126.8717804,10
구일역 1번 출입구 앞,구로구,구로구 구로동 642-77,37.49539948,126.8710098,20
고척교 교차로,구로구,구로구 구로동 621-12,37.49856949,126.871521,23
수궁동 성당 주변,구로구,구로구 궁동 252-17,37.49525833,126.830658,10
신도림4차 e편한세상 아파트 1109동 앞,구로구,구로구 신도림동 312-16,37.5123291,126.8868332,15
대륭포스트타워1차,구로구,구로구 디지털로31길 33-1,37.48437119,126.8954239,30
항동지구 6단지 602동 앞,구로구,구로구 항동 216-11,37.47737503,126.820015,10
구로자원순환센터,구로구,구로구 항동 216-11,37.48250961,126.8257599,10
항동지구 4단지 입구,구로구,구로구 항동 82-9,37.48259735,126.8264542,10
항동지구 1단지 105동 앞,구로구,구로구 항동 100-14,37.48062897,126.8218155,10
항동지구 2단지 202동 앞,구로구,구로구 항동 113-1,37.48080826,126.821907,10
항동지구 11단지 1103동 앞,구로구,구로구 항동 169-1,37.47790527,126.8231125,10
항동지구 3단지 311동 앞,구로구,구로구 항동 169-2,37.47793961,126.8232727,10
항동프라자,구로구,구로구 항동 120-5,37.4798317,126.8227539,15
항동지구 3단지 302동 앞,구로구,구로구 항동 135-26,37.47937012,126.82547,10
항동지구 10단지 1001동 앞,구로구,구로구 항동 135-11,37.47934341,126.8256378,10
천왕이펜하우스5단지 앞,구로구,구로구 천왕동 277-4,37.47989655,126.8403702,10
천왕이펜하우스3단지 앞,구로구,구로구 천왕동 277-4,37.48223877,126.8385315,14
하늘숲초등학교 앞,구로구,구로구 천왕동 산13-1,37.48366547,126.8416138,20
신세기아파트 앞,구로구,구로구 개봉동 412-52,37.49396515,126.8530426,10
청구아파트 앞,구로구,구로구 고척동 50-65,37.50119019,126.863533,10
제니스스포츠 앞,구로구,구로구 고척동 60-42,37.50452042,126.8705521,14
중앙유통단지 앞,구로구,구로구 구로동 635-32,37.49981308,126.8743134,10
미래사랑어린이공원 앞,구로구,구로구 신도림동 314-2,37.51006317,126.8895645,10
초롱타운 앞,구로구,구로구 구로동 467-62,37.49545288,126.880394,10
가마산지하보도 옆,구로구,구로구 구로동 390-157,37.48864746,126.8804703,10
항동지구 7단지 정문,구로구,구로구 항동 207-1,37.47603607,126.8165894,12
항동지구 8단지 803동옆(주차장입구),구로구,구로구 항동 220,37.47473145,126.817009,14
항동지구5단지 501동 앞,구로구,서울 구로구 항동 140-2,37.47819901,126.8248749,16
