name,district,address,lat,lng,returnSlots
구의문주차장 앞,광진구,서울특별시 광진구 능동로 216 구의문주차장 앞,37.54523087,127.0847321,10
아차산역4번출구,광진구,서울특별시 광진구 능동로 216 아차산역4번출구,37.55184937,127.0889816,45
대원중고교 입구(대하빌딩),광진구,서울특별시 광진구 용마산로 120 중앙농협 중곡지점,37.56429291,127.086937,10
광나루역 3번 출구,광진구,서울특별시 광진구 아차산로 552 광나루역 3번 출구,37.54483032,127.1042633,10
광진청소년수련관,광진구,서울특별시 광진구 구천면로 2 광진청소년수련관,37.54654694,127.1061325,10
광진광장 교통섬,광진구,서울특별시 광진구 군자동 374-8 광진광장 교통섬,37.54782867,127.0726318,20
뚝섬 유원지역,광진구,서울특별시 광진구 능동로 10 뚝섬유원지역,37.53268814,127.0674973,20
건국대학교 (입학정보관),광진구,서울특별시 광진구 능동로 120 입학정보관,37.53989029,127.0733643,20
건국대학교 (행정관),광진구,서울특별시 광진구 능동로 120 행정관,37.54277802,127.0753708,5
건국대학교 학생회관,광진구,서울특별시 광진구 능동로 120 학생회관,37.54191208,127.0776367,30
자양중앙나들목,광진구,서울특별시 광진구 자양강변길 301 광진구 자양2동 705,37.52845383,127.0780335,8
세종대학교(학술정보원),광진구,서울특별시 광진구 능동로 209 세종대학교,37.55137253,127.07444,15
구의7단지현대아파트,광진구,서울특별시 광진구 구의강변로3가길 33 구의7단지조합현대아파트,37.53680038,127.0908356,5
우성4차아파트,광진구,서울특별시 광진구 자양동 712,37.53507233,127.0761108,10
건대병원후문,광진구,서울특별시 광진구 화양동 4-1,37.53956604,127.0724411,12
구의역 리버비스타 오피스텔,광진구,서울특별시 광진구 아차산로 417,37.53809738,127.0890198,10
화양 APT(횡단보도 옆),광진구,서울특별시 광진구 화양동 24-33,37.54434967,127.0654068,15
광나루안전체험관,광진구,서울특별시 광진구 능동 18,37.5513382,127.0767136,15
자양사거리(서원빌딩),광진구,서울특별시 광진구 아차산로 360 서원빌딩,37.53657532,127.0825806,6
광진 캠퍼스시티,광진구,서울특별시 광진구 화양동 21-62,37.54788971,127.0674515,20
광진광장,광진구,서울특별시 광진구 군자동 374-10,37.54747009,127.073967,15
화양동 우체국,광진구,서울특별시 광진구 화양동 18-39,37.54798889,127.0695038,14
군자역 비채온 오피스텔,광진구,서울특별시 광진구 군자동 473-26,37.55771255,127.0772705,8
우성식품 앞,광진구,서울특별시 광진구 구의동 201-2,37.54246521,127.0942307,15
세종대학교(영실관),광진구,서울특별시 광진구 군자로 114 세종초등학교,37.55237198,127.0735397,10
어린이대공원역 2번출구,광진구,서울특별시 광진구 광진구 능동 463-1,37.54764938,127.074707,18
건국대학교 정문 앞,광진구,서울특별시 광진구 광진구 광나루로 416,37.5465126,127.0757141,10
동일로58길 입구,광진구,서울특별시 광진구 광진구 동일로 296,37.55775452,127.0729752,10
광진소방서 앞,광진구,서울특별시 광진구 광진구 광나루로 486,37.5450058,127.083374,11
이튼타워리버 2차,광진구,서울특별시 광진구 광진구 능동로 50,37.53520966,127.0690002,8
자양한강도서관,광진구,서울특별시 광진구 광진구 뚝섬로52길 58,37.52916336,127.0779877,10
동서울우편집중국 앞,광진구,서울특별시 광진구 광진구 자양로 80,37.53470993,127.0844727,8
장로회신학대학교 주기철 기념관,광진구,서울특별시 광진구 광장로5길 25-1 장로회신학대학교,37.54983902,127.1030273,15
중랑천 뚝방길 산책로 입구,광진구,서울특별시 광진구 광진구 동일로 399,37.56628036,127.0774765,7
신자초교입구 교차로,광진구,서울특별시 광진구 뚝섬로 596,37.53298569,127.0757904,7
홍련봉 공원,광진구,서울특별시 광진구 광진구 천호대로 717-18,37.54896927,127.0935288,13
자양2동 주민센터,광진구,서울특별시 광진구 자양로3가길 28,37.52879333,127.0846329,3
광진구 민방위교육센터,광진구,서울특별시 광진구 구의동 623-1,37.5391922,127.0980148,5
웰츠타워 오피스텔,광진구,광진구 자양동 252-133,37.53803253,127.0835571,7
휘경2동 주민센터,동대문구,서울특별시 동대문구 한천로 329 휘경2동 주민센터,37.58991241,127.0686798,10
장안동 사거리,동대문구,서울특별시 동대문구 장한로 25길 2 장안동 사거리,37.57217407,127.0713882,10
신설동역8번출구,동대문구,서울특별시 동대문구 천호대로 26 신설동역9번출구,37.57419968,127.0264969,8
휘경공고앞,동대문구,서울특별시 동대문구 겸재로 21 휘경공고앞,37.58462524,127.0702896,15
신이문역 2번출구,동대문구,서울특별시 동대문구 이문동186-1 신이문역 2번출구,37.60271072,127.0678635,15
전농삼성아파트,동대문구,서울특별시 동대문구 전농로 192 전농삼성아파트,37.58131027,127.0553436,10
제기2교,동대문구,서울특별시 동대문구 제기동 122-388,37.58774567,127.037384,30
동대문중 교차로,동대문구,서울특별시 동대문구 답십리동 524-1 동대문중 교차로,37.57308578,127.0521622,10
시립동부병원 앞 사거리,동대문구,서울특별시 동대문구 용두동 237-10 시립동부병원 앞 사거리,37.57366562,127.0308151,20
신설동역 10번출구 앞,동대문구,서울특별시 동대문구 신설동 92-34 신설동역 10번출구 앞,37.57527161,127.023468,8
용두동 사거리,동대문구,서울특별시 동대문구 용두동 237-10 용두동 사거리,37.57768631,127.0310135,23
용두동 래미안허브리츠아파트 앞,동대문구,서울특별시 동대문구 용두동 696-13 용두동 레미안허브리츠아파트 앞,37.57638168,127.0351105,25
서울시립대 정문 앞 A,동대문구,서울특별시 동대문구 전농동 135-5 시립대 앞,37.58256149,127.0543671,10
청솔우성아파트 앞,동대문구,서울특별시 동대문구 답십리동 94-2 청솔우성아파트 앞,37.57420349,127.0576935,20
전농초등학교 건너편,동대문구,서울특별시 동대문구 전농동 693-1,37.57489014,127.0535355,8
전농사거리 교통섬,동대문구,서울특별시 동대문구 사가정로 119 전농사거리 교통섬(전농서적 앞),37.57779312,127.0578308,15
서울시립대 정문 앞 B,동대문구,서울특별시 동대문구 서울시립대로 161 서울시립대 정문 앞(시더프라자빌딩 앞),37.58369827,127.0538559,25
전농동 동아아파트 앞,동대문구,서울특별시 동대문구 서울시립대로 31 전농동 동아아파트 앞(T-World 앞 보도),37.57418823,127.0458908,10
군자교 서측 녹지대,동대문구,서울특별시 동대문구 장한로6길 95 군자교녹지대 동측 앞,37.56115341,127.0709686,17
장안동삼거리 교통섬,동대문구,서울특별시 동대문구 사가정로 240 장안동삼거리 교통섬,37.57863235,127.071907,10
휘봉고등학교 앞,동대문구,서울특별시 동대문구 한천로 290 휘봉고등학교 앞,37.58681488,127.067543,15
동대문구 보건소,동대문구,서울특별시 동대문구 천호대로 145 동대문구 보건소,37.57485199,127.0403061,15
답십리역 1번출구,동대문구,서울특별시 동대문구 천호대로 269 답십리역 1번출구,37.5681839,127.0512772,15
청량리 기업은행 앞,동대문구,서울특별시 동대문구 홍릉로 1 청량리 기업은행 앞,37.58040619,127.0448227,8
외국어대 정문 앞,동대문구,서울특별시 동대문구 이문로 107 외국어대 정문 앞,37.59601974,127.0598297,24
시조사 앞,동대문구,서울특별시 동대문구 이문로1길 11 시조사 앞 (청량고정문 옆),37.58751678,127.0527725,12
세종대왕기념관 교차로,동대문구,서울특별시 동대문구 회기로 56 세종대왕기념관 교차로,37.59090042,127.0425873,9
KAIST 경영대학 앞,동대문구,서울특별시 동대문구 회기로 85 KAIST 경영대학 앞,37.59161377,127.0457916,10
서울시립대 정보기술관,동대문구,서울특별시 동대문구 한천로43길 12-14 서울시립대 정보기술관,37.58300781,127.0609741,10
서울시립대 후문,동대문구,서울특별시 동대문구 한천로43길 12-14 서울시립대 후문,37.58512497,127.0609512,14
동대문경찰서 교차로,동대문구,서울특별시 동대문구 홍릉로 26-1 거리가게,37.58255005,127.0446014,6
용두역 4번출구,동대문구,서울특별시 동대문구 청계천로 563 용두역 4번출구,37.57375336,127.0385361,10
신답역 사거리,동대문구,서울특별시 동대문구 천호대로 231,37.57035446,127.0484314,9
동대문구민체육센터 (육교아래),동대문구,서울특별시 동대문구 장안동 473-6,37.56697083,127.074295,10
장안동위더스빌옆,동대문구,서울특별시 동대문구 한천로 42 장안동위더스빌옆,37.56669998,127.0624237,15
중랑교사거리,동대문구,서울특별시 동대문구 망우로 131 중랑교사거리,37.59153366,127.0677414,20
답십리 래미안엘파인아파트 입구,동대문구,서울특별시 동대문구 사가정로 190 답십리 래미안엘파인아파트 입구,37.57653046,127.0659409,10
전농동 텃골공원,동대문구,서울특별시 동대문구 사가정로 65 전농동 텃골공원,37.57762146,127.0521088,10
영휘원 교차로,동대문구,서울특별시 동대문구 홍릉로 78-1 영휘원 교차로,37.58723831,127.0431366,10
동대문롯데캐슬아파트 앞,동대문구,서울특별시 동대문구 전농동 695-5,37.57573318,127.0484772,13
동의보감타워,동대문구,서울특별시 동대문구 왕산로 128 동의보감타워,37.57799911,127.0376282,10
경희대학교 청운관,동대문구,서울특별시 동대문구 경희대로 23 경희의료원,37.59460068,127.0519714,15
외대앞역 3번출구,동대문구,서울특별시 동대문구 휘경로14가길 31 외대앞역 4번출구,37.59489059,127.0630264,10
서울시립대 건설공학관,동대문구,서울특별시 동대문구 서울시립대로 163 서울시립대학교,37.58412933,127.0579376,10
이문동 쌍용아파트 정문,동대문구,서울특별시 동대문구 한천로58길 47 쌍용아파트,37.59960556,127.0686417,11
이문대성유니드아파트 앞,동대문구,서울특별시 동대문구 한천로58길 151 이문동대성유니드아파트,37.60362244,127.0708313,20
청량차도 육교 밑,동대문구,서울특별시 동대문구 청량리동 49,37.58670807,127.0468826,7
청계한신휴플러스앞 삼거리,동대문구,서울특별시 동대문구 서울시립대로 14 청계한신휴플러스,37.57214737,127.0446091,10
삼육서울병원 버스정류장,동대문구,서울특별시 동대문구 망우로 74,37.58968735,127.061409,9
대광빌딩,동대문구,서울특별시 동대문구 신설동 81-197,37.57734299,127.0233765,10
대광고등학교,동대문구,서울특별시 동대문구 안암로 6 대광중고등학교,37.57875061,127.024025,17
안암골벽산아파트(후문),동대문구,서울특별시 동대문구 약령시로 25 안암골 벽산아파트,37.58407974,127.0310364,10
고대앞사거리 교통섬,동대문구,서울특별시 성북구 안암동5가 40-11,37.58655167,127.0331421,15
FITI시험연구원 앞,동대문구,서울특별시 동대문구 제기동 891-2,37.58143234,127.0354767,9
장안힐스테이트(아) 앞,동대문구,서울특별시 동대문구 장안벚꽃로1길 7 장안 힐스테이트,37.57655716,127.0743103,21
전농SK아파트 앞,동대문구,서울특별시 동대문구 사가정로 150,37.57787704,127.0616837,10
꿈마루어린이도서관 앞,동대문구,서울특별시 동대문구 이문동 346-131,37.59238434,127.0574112,22
서울특별시 동부교육지원청(육교),동대문구,서울특별시 동대문구 전농로 168 서울동부교육지원청,37.5798378,127.0563736,14
휘경1동주민센터 앞,동대문구,서울특별시 동대문구 외대역동로6길 3,37.59286499,127.0655594,7
휘경sk뷰아파트 앞,동대문구,서울특별시 동대문구 휘경로 71 맞은편,37.59383774,127.0678177,10
외대앞역 교차로,동대문구,서울특별시 동대문구 외대역동로 67 맞은편,37.59436417,127.0645981,10
서울교통공사사거리 교통섬,동대문구,서울특별시 동대문구 천호대로 343,37.56324005,127.057991,10
장안동근린공원 입구,동대문구,서울특별시 동대문구 장한로 191 동대문구청소년독서실,37.57633209,127.0717239,10
답십리파크자이아파트 앞,동대문구,서울특별시 동대문구 답십리로56길 124,37.5676918,127.0578919,10
용두롯데캐슬리치아파트 앞,동대문구,서울특별시 동대문구 용두동 150-32,37.57958603,127.0302429,10
한국국방연구원 앞,동대문구,서울특별시 동대문구 회기로 37 한국국방연구원,37.59139633,127.0402985,10
휘경여중고삼거리,동대문구,서울특별시 동대문구 한천로 264 맞은편,37.58392334,127.0682755,10
이문e편한세상아파트 앞,동대문구,서울특별시 동대문구 한천로63길 10 이문e편한세상아파트,37.60460281,127.0669251,10
휘경119안전센터 앞,동대문구,서울특별시 동대문구 망우로 114,37.59087372,127.065361,10
서울문화재단 앞,동대문구,서울특별시 동대문구 청계천로 517,37.57130051,127.0336227,15
청계9가교차로 앞,동대문구,서울특별시 동대문구 청계천로 471,37.57014847,127.0299225,10
배봉초교 교차로,동대문구,서울특별시 동대문구 사가정로 200,37.57846832,127.0668945,10
종암초등학교 뒤(새울센스빌),동대문구,서울특별시 동대문구 약령시로 20 새울센스빌,37.58265686,127.0319672,5
베네스트 오피스텔 앞,동대문구,서울특별시 동대문구 무학로 134-2 구두수선대,37.57817078,127.0317001,8
이문삼익아파트 앞,동대문구,동대문구 이문동 76,37.5963974,127.0677643,10
래미안허브리츠아파트 앞,동대문구,동대문구 용두동 792-7,37.57426071,127.0354538,7
제기동 현대아파트 앞,동대문구,동대문구 제기동 891-2,37.57994843,127.0353241,10
삼성생명 앞,동대문구,동대문구 용두동 47-1,37.57902145,127.042244,18
극동늘푸른아파트,중랑구,서울특별시 중랑구 동일로 941 중랑구 묵동 189-2,37.61473846,127.0763626,15
금란주차장 앞,중랑구,서울특별시 중랑구 망우로 448 금란주차장 앞,37.60007095,127.1023331,10
중화빌딩 앞 (동부시장),중랑구,서울특별시 중랑구 망우로 211 중화빌딩,37.59424973,127.0765762,15
동일로 지하차도,중랑구,서울특별시 중랑구 망우로 233 중랑구 중화동 211-3,37.59529877,127.0800324,10
망우역 1번출구,중랑구,서울특별시 중랑구 망우로55길 11-10 망우역 1번출구,37.59909821,127.0929489,10
먹골역 1번출구 뒤,중랑구,서울특별시 중랑구 공릉로 12 중랑구 묵동 189-4,37.61151123,127.0778885,10
먹골역 6번출구 앞,중랑구,서울특별시 중랑구 동일로 지하 901 먹골역 6번출구 앞,37.61072159,127.0774765,10
면목 대원칸타빌아파트,중랑구,서울특별시 중랑구 용마산로 285 581 번지,37.57778168,127.0901871,10
상봉시장앞 교차로 한성빌딩 앞,중랑구,서울특별시 중랑구 면목로 456 중랑구 면목동 282-4,37.59254074,127.0867386,10
사가정역 2번출구,중랑구,서울특별시 중랑구 면목로 325,37.58098984,127.0882416,10
상봉역 3번출구,중랑구,서울특별시 중랑구 면목로 480 중랑구 상봉동 160-22,37.59521866,127.0859985,8
새솔초등학교,중랑구,서울특별시 중랑구 신내역로1길 164 새솔초등학교,37.61743927,127.1090164,10
신내어울공원 앞,중랑구,서울특별시 중랑구 신내로16길 33 신내동 의료안심주택,37.61394501,127.097702,15
신내역 4번출구,중랑구,서울특별시 중랑구 신내로 지하 232 신내역 4번출구,37.61246109,127.1033783,13
신내우디안아파트 1단지,중랑구,서울특별시 중랑구 신내역로 213 신내우디안아파트 1단지,37.62009811,127.1064606,10
양원역 2번출구,중랑구,서울특별시 중랑구 송림길 147 양원역 2번출구,37.6063118,127.1077423,10
신성미소지움아파트,중랑구,서울특별시 중랑구 용마산로86길 9-27 용마문화복지센터,37.58745956,127.0959702,10
면목도시개발아파트 1동 앞,중랑구,서울특별시 중랑구 용마산로 지하 227 면목도시개발아파트 1동 앞,37.57358932,127.0868225,10
용마산역 1번출구,중랑구,서울특별시 중랑구 용마산로 지하 227 중랑구 면목동 1381,37.57429886,127.0869141,10
원묵고등학교,중랑구,서울특별시 중랑구 숙선옹주로 66 중랑구 묵동 20-3,37.61602402,127.085968,10
장안중학교,중랑구,서울특별시 중랑구 동일로 778 동일로 778,37.59995651,127.0800018,15
중랑구청,중랑구,서울특별시 중랑구 봉화산로 179 중랑구 신내동 662-1,37.60615158,127.092598,20
중랑구청 사거리,중랑구,서울특별시 중랑구 봉화산로 194 중랑구 신내동 561,37.60649872,127.0954514,10
중화역 2번출구,중랑구,서울특별시 중랑구 동일로 지하 797 중랑구 중화동 50-3,37.60207748,127.0795822,10
능산삼거리,중랑구,서울특별시 중랑구 용마산로 644 능산삼거리,37.60868073,127.1007919,10
동원베네스트 건물 앞,중랑구,서울특별시 중랑구 용마산로 640,37.60810089,127.101181,15
늘푸른공원 앞,중랑구,서울특별시 중랑구 동일로 594 늘푸른공원 앞,37.5834198,127.0799255,15
홈플러스 신내점 앞,중랑구,서울특별시 중랑구 신내로 지하 232 홈플러스 신내점 앞,37.61616898,127.093483,15
면목2동 사거리,중랑구,서울특별시 중랑구 동일로 628 하나은행,37.58637238,127.0800705,10
신내능말공원,중랑구,서울특별시 중랑구 신내역로 165 신내 데시앙포레,37.61670685,127.11026,10
중랑구 중소기업 창업센터,중랑구,서울특별시 중화동 50-8 (구)신한은행 중랑교지점,37.59859085,127.0798187,8
면목4치안센터,중랑구,서울특별시 면목동 646-4 면목4치안센터,37.57402802,127.0805435,10
용마지구대 A,중랑구,서울특별시 면목동 197-5 용마지구대,37.5799408,127.0793991,10
중랑전화국 교차로,중랑구,서울특별시 중랑구 면목동 282-8 중랑전화국 교차로,37.59130096,127.0803299,10
면목역 3번출구,중랑구,서울특별시 면목동 120-2 면목역 3번출구,37.58890152,127.0872803,15
코스트코 상봉점,중랑구,서울특별시 상봉동 160-3 코스트코 상봉점,37.59732056,127.089798,15
상봉역 1번출구,중랑구,서울특별시 중랑구 망우로 297 상봉역 1번출구,37.59655762,127.0858383,15
화랑대역 7번출구,중랑구,서울특별시 중랑구 묵동 6-3,37.61963654,127.0850449,10
중랑세무서,중랑구,서울특별시 중랑구 망우로 176 중랑세무서,37.59275818,127.07267,10
겸재교 진입부,중랑구,서울특별시 중랑구 겸재로 68 겸재교진입부,37.58565521,127.0750504,20
중랑캠핑숲,중랑구,서울특별시 중랑구 송림길 172 중랑캠핑숲,37.60460281,127.1092529,9
한국전력공사(동대문 중랑지사),중랑구,서울특별시 중랑구 동일로 862 한국전력공사(동대문 중랑지사),37.6073494,127.0785904,10
상봉역 2번 출구,중랑구,서울특별시 중랑구 망우로 297 상봉역 2번 출구,37.59632874,127.0858994,10
상아빌딩(우림시장 교차로),중랑구,서울특별시 중랑구 용마산로 494 상아빌딩(우림시장 교차로),37.59511185,127.1003265,10
동원사거리,중랑구,서울특별시 중랑구 겸재로 229 동원사거리,37.58975983,127.0932388,10
상봉터미널2,중랑구,서울특별시 중랑구 용마산로115길 127 용마산로115길 127,37.59733963,127.0930862,9
용마한신아파트사거리,중랑구,서울특별시 중랑구 용마산로 313 용마한신아파트사거리,37.58034897,127.0926514,10
동양엔파트 앞,중랑구,서울특별시 중랑구 망우로 203 중화동주상복합,37.593853,127.0750732,12
동부시장 북문 앞,중랑구,서울특별시 중랑구 망우로 214 우도빌딩,37.59386826,127.0765228,9
중랑구민회관,중랑구,서울특별시 중랑구 면목로 238 중랑구민회관,37.57407761,127.0850067,10
중화역 4번출구,중랑구,서울특별시 중랑구 동일로 815,37.60305405,127.0790024,15
두산대림아파트 삼거리,중랑구,서울특별시 중랑구 신내로23길 9 묵동근생빌딩,37.61882401,127.0875702,10
sk신내 주유소앞(용마산로),중랑구,서울특별시 중랑구 신내동 353-2,37.61362076,127.1011505,10
먹골역 7번 출구,중랑구,서울특별시 중랑구 동일로 901 먹골역,37.6114769,127.0773926,6
먹골역 4번출구,중랑구,서울특별시 중랑구 동일로 890,37.60982132,127.0781326,20
중화동 우리은행 앞,중랑구,서울특별시 중랑구 동일로 837 우리은행,37.60520172,127.0785828,20
동양쇼핑 정류소 앞,중랑구,서울특별시 중랑구 묵동 190-2,37.61535263,127.0784912,10
영성빌딩(PAT),중랑구,서울특별시 중랑구 동일로 824 신성빌딩,37.60408401,127.0792313,8
중랑역 1번 출구(중화문화복지센터),중랑구,서울특별시 중랑구 중화동 321-129,37.59489059,127.0749512,10
서울중랑우체국,중랑구,서울특별시 중랑구 망우로 271 서울중랑우체국,37.59581375,127.08284,10
면목삼익아파트 앞,중랑구,서울특별시 중랑구 동일로 501 면목삼익아파트,37.57598495,127.0796051,10
홈플러스 상봉점 앞,중랑구,서울특별시 중랑구 상봉동 500-1,37.59832764,127.0922699,15
면목 홈플러스 2,중랑구,서울특별시 중랑구 사가정로 326 중랑구 실향민협의회,37.58105469,127.0820923,10
용마지구대 B,중랑구,서울특별시 중랑구 동일로 566 중랑경찰서용마지구대,37.58111191,127.080101,15
새우개마을,중랑구,서울특별시 중랑구 신내동278-50,37.61571121,127.1010437,8
상봉2동 주민센터 앞,중랑구,서울특별시 중랑구 상봉동 126-42,37.59287262,127.0803299,5
동서울농협 앞,중랑구,서울특별시 중랑구 망우로 290,37.59596252,127.0847778,9
라코지스테이 앞,중랑구,서울특별시 중랑구 망우로232,37.59432602,127.0784607,8
신내2동 주민센터 앞,중랑구,서울특별시 중랑구 봉화산로 190,37.60641098,127.0940476,8
"동성1,2차 아파트 앞",중랑구,서울특별시 중랑구 신내로 126 동성아파트,37.61022568,127.096283,8
한양수자인아파트 앞,중랑구,서울특별시 중랑구 면목동 1085-1,37.58032227,127.0941544,10
묵동 이마트 앞,중랑구,서울특별시 중랑구 묵동 170-45,37.6132164,127.0773468,10
망우지구대,중랑구,서울특별시 중랑구 망우로 400,37.59877777,127.0963898,10
중랑데시앙플렉스 앞,중랑구,서울 중랑구 신내역로3길 40-36,37.61755371,127.1039963,8
면목동 새싹어린이공원 앞,중랑구,서울특별시 중랑구 동일로92길 57,37.58333206,127.0835495,10
망우역 2번 출구,중랑구,서울특별시 중랑구 중랑구 망우로55길 11-10(상봉동),37.60025406,127.091713,8
방정환교육지원센터 옆,중랑구,서울특별시 중랑구 중랑구 망우로 325(상봉동),37.59780884,127.0884476,8
신내동 벽산아파트 후문 앞,중랑구,서울특별시 중랑구 용마산로125길 50 벽산아파트,37.6030426,127.100502,8
신내동 한살림 중랑지구 앞,중랑구,서울특별시 중랑구 신내동 574-1,37.60428619,127.0973663,5
신내동 한살림 중랑지구 건너편,중랑구,서울특별시 중랑구 신내동 574-1,37.60446167,127.0974121,5
상봉신협 앞,중랑구,서울특별시 중랑구 봉우재로41길 6 청운명가프라임,37.59354401,127.0897903,7
홈플러스 면목점,중랑구,서울특별시 중랑구 동일로 540,37.57984543,127.0824204,8
신내SK V1센터 앞,중랑구,서울특별시 중랑구 중랑구 신내역로 111,37.6127243,127.11306,20
용마복지센터 앞,중랑구,서울특별시 중랑구 중랑구 용마산로 393,37.58686447,127.0953217,8
망우동 본죽 앞,중랑구,서울특별시 중랑구 망우로 467,37.60064316,127.1040497,7
양원역 1번 출구,중랑구,서울특별시 중랑구 망우동 253-18,37.60655212,127.1070862,15
양원지구 힐데스하임 앞,중랑구,서울특별시 중랑구 봉화산로 301,37.60924149,127.1062088,14
동원사거리 행복오피스텔 앞,중랑구,서울특별시 중랑구 겸재로 240 행복오피스텔,37.58973694,127.0941925,7
서울시 북부병원 앞,중랑구,서울특별시 중랑구 양원역로 38 서울시북부병원 및 시립중랑노인전문요양원,37.60405731,127.107254,7
신내 우디안 111동 앞,중랑구,서울특별시 중랑구 신내역로1길 85 신내우디안1단지,37.61727142,127.1085434,7
중화수경공원,중랑구,중랑구 중화동 381-3,37.60318375,127.0741348,15
면목라온프라이빗 아파트,중랑구,중랑구 면목동197-4,37.58267593,127.0776596,20
봉화산역 4번 출구,중랑구,중랑구 신내동629-2,37.61738586,127.0907822,8
신내역금강펜테리움센트럴파크,중랑구,중랑구 망우동 611,37.60910034,127.1116028,10
한성대입구역6번출구 뒤,성북구,서울특별시 성북구 동소문로 1 한성대입구역6번출구 뒤,37.58876419,127.0063095,5
돈암초교 입구,성북구,서울특별시 성북구 동소문로13길 38 돈암초교,37.59169388,127.012497,10
만해공원,성북구,서울특별시 성북구 성북로 132-1 만해공원,37.59440231,126.9923096,10
성북구청,성북구,서울특별시 성북구 보문로 168 성북구청,37.58932877,127.0164337,15
한성대입구역2번출구,성북구,서울특별시 성북구 동소문로 2 성북구 동소문동2가 2-3,37.58844757,127.0067062,10
안암로터리 버스정류장 앞,성북구,서울특별시 성북구 안암로 69 안암로터리 버스정류장,37.58259201,127.0289764,16
정릉꿈에그린1단지 201동 앞,성북구,서울특별시 성북구 아리랑로19길 20 성북구 정릉동 966-62,37.60243988,127.0116882,8
고려사대부속중고 정문,성북구,서울특별시 성북구 보국문로29길 23 성북구 정릉동 966-1,37.60776138,127.0032806,10
고려사대부속중고 건너편,성북구,서울특별시 성북구 보국문로29길 23 성북구 정릉동 966-1,37.60726166,127.0028381,10
길음역 3번출구 뒤,성북구,서울특별시 성북구 동소문로 248 동소문로248,37.60308456,127.0247879,14
종암사거리 분수대,성북구,서울특별시 성북구 종암로 147 성북구 하월곡동 104-134,37.6030426,127.0332718,10
국민은행 종암동지점 앞,성북구,서울특별시 성북구 종암로3길 37-2 성북구 종암동 12-33,37.59328842,127.0366669,14
래미안라센트아파트 103동 앞,성북구,서울특별시 성북구 종암로3길 37-2 성북구 종암동 12-33,37.59806824,127.0392761,10
상월곡역 4번출구,성북구,서울특별시 성북구 화랑로 148 성북구 상월곡동 산7-1,37.60580826,127.0477371,10
상월곡역 1번출구,성북구,서울특별시 성북구 화랑로 지하 157 성북구 상월곡동 35-9,37.60606766,127.0473175,10
상월곡역 3번출구,성북구,서울특별시 성북구 화랑로 지하 157 성북구 상월곡동 26-1,37.60734177,127.0506821,10
월곡역 3번출구,성북구,서울특별시 성북구 월곡로 지하 107 성북구 하월곡동 37-4,37.6026268,127.0416336,10
석계역 5번출구 건너편,성북구,서울특별시 노원구 화랑로 지하 347-1 성북구 석관동 134-4,37.61355591,127.0660934,10
석관초등학교 앞,성북구,서울특별시 성북구 돌곶이로22길 21 성북구 석관동 202-3,37.61052322,127.0597992,20
석관동주민센터 앞,성북구,서울특별시 성북구 화랑로 296 성북구 석관동 384-2,37.61299896,127.0613098,10
성북3교 위,성북구,서울특별시 성북구 보문로 192 성북3교 위,37.59125137,127.0140076,30
돈암성당 옆,성북구,서울특별시 성북구 인촌로7길 120 돈암성당 옆,37.59038162,127.0171356,13
용문2교 옆,성북구,서울특별시 성북구 인촌로7길 24 용문2교 옆,37.5868988,127.020752,15
삼성전자서비스 성북센터,성북구,서울특별시 성북구 월계로 28 삼성전자서비스 성북센터,37.610569,127.0335083,9
광운초등학교 앞,성북구,서울특별시 성북구 장위동 134-27,37.61784363,127.0550003,11
성북쉼터 앞,성북구,서울특별시 성북구 성북로21길 32 성북쉼터 앞,37.59261703,126.9979324,10
한성대7번출구 앞,성북구,서울특별시 성북구 동소문로 11 한성대7번출구 앞,37.58924866,127.0073776,8
아리랑시네센터 앞,성북구,서울특별시 성북구 아리랑로 82 아리랑시네센터 앞,37.60028839,127.0137024,10
길음8골어린이공원 옆,성북구,서울특별시 성북구 길음로13길 22 길음8골어린이공원 옆,37.60897827,127.0202484,15
길음래미안아파트817동 상가 앞,성북구,서울특별시 성북구 길음로 33 길음래미안아파트817동 상가 앞,37.60710526,127.0214996,10
성북제일새마을금고 본점 앞,성북구,서울특별시 성북구 길음로 20 성북제일새마을금고 본점 앞,37.60475159,127.0227585,12
월계2교 버스정류장 앞,성북구,서울특별시 성북구 한천로101길 18 월계2교 버스정유장 앞,37.62382889,127.0502014,10
안암2교 옆,성북구,서울특별시 성북구 안암로 17 SK제삼주유소 앞,37.5794487,127.0241928,8
e 편한세상 보문아파트 내,성북구,서울특별시 성북구 낙산길 255 e 편한세상 보문아파트 내,37.58388138,127.0170975,8
금호어울림센터힐 내,성북구,서울특별시 성북구 동소문로34길 73 금호어울림센터힐 내,37.60083008,127.0235519,8
고려대학교 2번출구,성북구,서울특별시 성북구 종암로 지하 1 고려대학교 2번출구,37.5907135,127.0361939,22
북한산보국문역,성북구,서울특별시 성북구 보국문로 91 북한산보국문역,37.61207199,127.0081329,10
정릉도서관 앞,성북구,서울특별시 성북구 보국문로 7-10 정릉도서관 앞,37.60478973,127.010582,7
정릉역,성북구,서울특별시 성북구 정릉로 272 정릉역,37.60309601,127.013504,10
홍익중고 입구,성북구,서울특별시 성북구 성북동 142-1,37.59296799,127.0022354,20
보문역6번출구 앞,성북구,서울특별시 성북구 보문로 112-2,37.58519745,127.0196686,12
보문4교 인근,성북구,서울특별시 성북구 보문로22길 28 보문4교 인근,37.58375168,127.0219498,25
